,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,popularity,explicit,id,name,artists,available_markets,collab
1972-04-01,0.504,0.655,11,5,1,0.0615,0.625,0.0,0.453,0.696,5,3,0.32,0,3TclLf5lQhBdvtZ0VMENRr,Sunday Dreaming,The Shirelles,1.0,0
1972-05-19,0.601,0.532,10,5,1,0.0286,0.4320000000000001,6.25e-06,0.0925,0.341,7,5,0.82,0,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1.0,0
1972-05-22,0.5660000000000001,0.716,5,5,0,0.0411,0.181,0.0,0.0383,0.861,7,3,0.45,0,00SUYm9eRFIMm5A1L9iWF9,Biological Speculation,Funkadelic,1.0,0
1972-06-01,0.588,0.708,6,5,1,0.0351,0.445,3.94e-05,0.293,0.579,7,3,0.52,0,5ZgNecJcN9SSopnmCTlpXs,Virginia Plain,Roxy Music,1.0,0
1972-06-01,0.35600000000000004,0.8759999999999999,8,5,1,0.0744,0.00385,0.0367,0.261,0.586,4,7,0.48,0,5XW47WwVu7vgP4cNcMEqWZ,If There Is Something,Roxy Music,1.0,0
1972-06-06,0.561,0.601,11,5,0,0.0348,0.0407,0.000147,0.0585,0.752,7,5,0.68,0,6mib3N4E8PZHAGQ3xy7bho,Moonage Daydream - 2012 Remaster,David Bowie,1.0,0
1972-06-06,0.486,0.45,5,5,1,0.0267,0.166,2.06e-06,0.54,0.55,5,4,0.73,0,0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,David Bowie,1.0,0
1972-07-01,0.784,0.708,2,5,1,0.11,0.457,7.5e-05,0.0913,0.7490000000000001,6,4,0.55,0,4XsH9zBWPOCdXoH9ZDdS8r,Superfly,Curtis Mayfield,0.0,0
1972-07-01,0.523,0.8029999999999999,1,5,0,0.0791,0.107,0.000409,0.154,0.921,5,5,0.51,0,2ouFIPC3O1HNBcVTw1d9AN,Freddie's Dead (Theme from 'Superfly'),Curtis Mayfield,0.0,0
1972-07-01,0.851,0.669,10,5,1,0.0379,0.239,0.0852,0.108,0.911,6,5,0.57,0,7zrPswSV1yxrill5OyCuaU,Pusherman,Curtis Mayfield,0.0,0
1972-08-25,0.622,0.43,7,4,1,0.0434,0.863,0.0217,0.118,0.882,7,4,0.57,0,7DTfOX4SIuMMt33sSVvLRr,Supersonic Rocket Ship,The Kinks,1.0,0
1972-09-25,0.29,0.215,0,5,1,0.0327,0.0321,1.66e-05,0.106,0.191,4,5,0.5,0,3b7wNR330iKhql9dEdbNci,Changes - 2013 Remaster,Black Sabbath,0.0,0
1972-10-23,0.7120000000000001,0.39899999999999997,0,5,1,0.0282,0.159,0.000377,0.0881,0.799,5,3,0.55,0,2GEDd9qtGXU7IvGgqTF6Uj,I'm Still in Love with You,Al Green,1.0,0
1972-10-23,0.527,0.223,9,4,0,0.145,0.616,0.0041600000000000005,0.125,0.479,7,4,0.53,0,09kEUjIvixNShjfl3YoyWo,Simply Beautiful,Al Green,1.0,0
1972-10-23,0.8220000000000001,0.457,6,5,1,0.235,0.214,0.000397,0.0766,0.73,5,5,0.62,0,6SMHgPgNkhe9lneNTbgtel,Love and Happiness,Al Green,1.0,0
1972-10-28,0.519,0.46,11,5,1,0.0688,0.823,5.9699999999999994e-05,0.243,0.675,7,3,0.71,0,0n2pjCIMKwHSXoYfEbYMfX,You Are The Sunshine Of My Life,Stevie Wonder,1.0,0
1973,0.455,0.588,3,5,0,0.0489,0.00461,0.5489999999999999,0.131,0.348,7,3,0.45,0,74CcP6fDBFdH8Xjo2F6Nb4,Gimme Danger - Bowie Mix,The Stooges,1.0,0
1973,0.445,0.224,10,5,1,0.0296,0.726,0.00015,0.119,0.255,5,5,0.51,0,7DK9shWJm361lm1ks32axt,She - Remastered Version,Gram Parsons,1.0,0
1973,0.44,0.39,9,5,1,0.0266,0.0654,0.000242,0.117,0.41,5,5,0.42,0,044sG5pgwwUSXBekDecuZH,A Song for You - Remastered Version,Gram Parsons,1.0,0
1973,0.228,0.22399999999999998,7,5,1,0.0311,0.946,0.0002220000000000001,0.273,0.18,3,4,0.68,0,2TjnCxxQRYn56Ye8gkUKiW,Desperado - 2013 Remaster,Eagles,1.0,0
1973,0.815,0.38799999999999996,11,5,0,0.0364,0.318,8.39e-05,0.0673,0.846,5,4,0.51,0,20wu6USlvWRghMOvUdfLgE,Here I Am (Come and Take Me),Al Green,1.0,0
1973,0.6729999999999999,0.508,5,5,1,0.0289,0.418,0.0,0.0888,0.889,6,3,0.37,0,2PFNJwPprlAGmYyuJeoX0x,Streets of Baltimore - 2007 Remaster,Gram Parsons,1.0,0
1973-01-01,0.868,0.643,6,5,1,0.194,0.159,0.000184,0.901,0.7809999999999999,5,8,0.58,0,5OcyX5eg7VrJuI833qOCUc,The Payback,James Brown,1.0,0
1973-01-01,0.249,0.8340000000000001,0,5,1,0.0577,0.0738,9.48e-05,0.0924,0.33799999999999997,6,9,0.71,0,5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd,0.0,0
1973-01-01,0.42200000000000004,0.752,6,5,1,0.0449,0.0366,0.00011899999999999999,0.129,0.40299999999999997,6,6,0.7,0,1ju7EsSGvRybSNEsRvc7qY,Simple Man,Lynyrd Skynyrd,0.0,0
1973-01-01,0.736,0.354,1,5,1,0.0475,0.579,0.0103,0.0757,0.62,5,3,0.62,0,6LzjgzpVl0hB3YrBU1b8Z1,The Boss,"""The J.B.s""",1.0,0
1973-01-01,0.5539999999999999,0.74,9,5,1,0.0803,0.698,6.9e-05,0.225,0.804,7,4,0.68,0,0x2wtJbtJrox3SDmnMj97x,Gimme Three Steps,Lynyrd Skynyrd,0.0,0
1973-01-01,0.23199999999999998,0.615,9,5,1,0.0295,0.0778,5.68e-06,0.0601,0.41,7,8,0.64,0,64sn7wgJfeQKY3Jisnl59w,Tuesday's Gone,Lynyrd Skynyrd,0.0,0
1973-01-05,0.307,0.433,1,5,1,0.028999999999999998,0.38799999999999996,9.08e-05,0.332,0.22399999999999998,8,4,0.79,0,5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,1.0,0
1973-01-22,0.621,0.8,4,5,0,0.0344,0.0263,1.51e-05,0.0591,0.968,7,4,0.71,0,6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,Elton John,1.0,0
1973-02-07,0.235,0.977,6,6,1,0.107,0.00353,0.00604,0.172,0.241,8,3,0.52,0,00sydAz6PeOxYzwG1dRIPi,Search and Destroy - Iggy Pop Mix,The Stooges,1.0,0
1973-03-01,0.431,0.375,11,4,0,0.0347,0.391,0.721,0.14300000000000002,0.258,6,3,0.69,0,2ctvdKmETyOzPb2GiJJT53,Breathe (In the Air),Pink Floyd,0.6,0
1973-03-01,0.358,0.48,9,5,1,0.0849,0.521,0.00428,0.17800000000000002,0.35600000000000004,6,7,0.7,0,3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,0.6,0
1973-03-01,0.469,0.537,9,5,1,0.152,0.0241,0.00201,0.26899999999999996,0.7829999999999999,6,6,0.73,0,0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,0.6,0
1973-03-01,0.182,0.539,10,5,0,0.0799,0.0781,0.000101,0.212,0.413,3,5,0.53,0,3Wkho6tesTh4aF80T6evqH,In Every Dream Home A Heartache,Roxy Music,1.0,0
1973-03-01,0.275,0.21600000000000005,5,5,1,0.0345,0.768,0.897,0.0832,0.18100000000000002,6,5,0.67,0,2TjdnqlpwOjhijHCwHCP2d,The Great Gig in the Sky,Pink Floyd,0.6,0
1973-03-01,0.322,0.265,2,5,1,0.0302,0.0726,0.34,0.366,0.207,7,4,0.67,0,05uGBKRCuePsf43Hfm0JwX,Brain Damage,Pink Floyd,0.6,0
1973-03-28,0.525,0.929,9,5,0,0.0784,0.262,2.9e-05,0.0754,0.556,8,4,0.65,0,4ItljeeAXtHsnsnnQojaO2,D'yer Mak'er - 2012 Remaster,Led Zeppelin,1.0,0
1973-06-19,0.43,0.368,11,5,1,0.0316,0.8909999999999999,0.45799999999999996,0.19399999999999998,0.304,6,5,0.41,0,4tDg7rp5r68lSWur2uRT5t,Baby Come Close,Smokey Robinson,1.0,0
1973-06-19,0.325,0.327,10,5,1,0.0286,0.8240000000000001,0.00899,0.175,0.413,7,5,0.4,0,3qdGPi6cpcOSAc1QzKFPmC,Will You Love Me Tomorrow?,Smokey Robinson,1.0,0
1973-06-30,0.852,0.536,10,5,0,0.124,0.26,0.0413,0.139,0.897,5,6,0.45,0,21SHzZ1qsXzJ5Socuuyo8w,In Time,Sly & The Family Stone,1.0,0
1973-06-30,0.601,0.23800000000000002,4,4,1,0.0432,0.7879999999999999,2.65e-05,0.11900000000000001,0.304,6,5,0.44,0,52Xfwd81ZsBMDTW2S2X3zz,"Que Sera, Sera (Whatever Will Be, Will Be)",Sly & The Family Stone,1.0,0
1973-06-30,0.843,0.48,11,5,0,0.0492,0.28,0.000782,0.10800000000000001,0.762,5,3,0.64,0,2BydLQAh7CUIFvSEqAMc4x,If You Want Me to Stay,Sly & The Family Stone,1.0,0
1973-07-13,0.513,0.396,7,5,1,0.0299,0.251,0.177,0.11,0.22899999999999998,7,2,0.75,0,6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door,Bob Dylan,1.0,0
1973-07-16,0.66,0.748,2,5,1,0.0284,0.0993,0.00585,0.28300000000000003,0.972,7,3,0.7,0,7zMUCLm1TN9o9JlLISztxO,Burning Love,Elvis Presley,1.0,0
1973-07-16,0.358,0.387,7,5,1,0.0324,0.746,0.0121,0.119,0.495,9,4,0.65,0,1B5Tp2Ml9nLlmTSJx8xVfI,Always On My Mind,Elvis Presley,1.0,0
1973-08-28,0.55,0.611,3,5,1,0.0443,0.0392,0.0,0.0631,0.626,8,5,0.63,0,0jHkgTtTaqg5LNCiYDQPUB,Let's Get It On,Marvin Gaye,0.0,0
1973-08-31,0.429,0.5539999999999999,9,5,0,0.0291,0.67,0.000152,0.105,0.40700000000000003,7,5,0.73,0,1GcVa4jFySlun4jLSuMhiq,Angie,The Rolling Stones,1.0,0
1973-09-07,0.718,0.6829999999999999,1,5,0,0.0393,0.159,0.0,0.21,0.6629999999999999,6,4,0.49,0,6Ln5KqJbn672z67ZowD2pu,Camarillo Brillo,The Mothers,1.0,0
1973-10-05,0.665,0.6729999999999999,0,5,1,0.0493,0.259,7.62e-06,0.4970000000000001,0.779,7,5,0.74,0,5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,1.0,0
1973-10-05,0.5589999999999999,0.473,5,5,1,0.0279,0.446,0.00141,0.154,0.397,6,3,0.72,0,4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,Elton John,1.0,0
1973-10-26,0.521,0.525,10,5,1,0.0463,0.0306,2.2e-05,0.145,0.495,8,3,0.58,0,1SjqD5q2WvpjOFIklP7sxD,You Are Everything,Marvin Gaye,1.0,0
1973-10-26,0.5920000000000001,0.38299999999999995,8,5,1,0.0276,0.319,0.0,0.231,0.556,4,3,0.54,0,0kKpGcvoXroKo1iNO5cDhi,"Stop, Look, Listen (To Your Heart)",Marvin Gaye,1.0,0
1973-10-29,0.409,0.833,4,5,0,0.0397,0.292,0.158,0.161,0.428,7,4,0.6,0,3QmUhaY5KZiOuaUH8H71LG,Mind Games - Remastered 2010,John Lennon,1.0,0
1973-12-01,0.359,0.625,1,5,0,0.0351,0.369,7.7e-05,0.0674,0.524,7,6,0.52,0,2bku1YWarHpKlxVC2FB9dH,Sabbath Bloody Sabbath - 2014 Remaster,Black Sabbath,0.0,0
1974,0.454,0.333,1,5,1,0.0243,0.528,0.00035,0.097,0.239,4,5,0.33,0,67nZEOZ5re0q0IueyF1dKc,$1000 Wedding - Remastered Version,Gram Parsons,1.0,0
1974,0.537,0.5589999999999999,4,5,1,0.0315,0.314,0.000795,0.11599999999999999,0.9179999999999999,8,4,0.6,0,3euDGpS2R0NC2Xssqxohva,Scarlet Begonias - 2013 Remaster,Grateful Dead,1.0,0
1974,0.461,0.29600000000000004,7,5,1,0.026,0.256,1.8100000000000006e-05,0.0871,0.303,7,4,0.54,0,72DefuF22C6aPKrWhRFCBS,Love Hurts - Remastered Version,Gram Parsons,1.0,0
1974,0.632,0.565,10,5,1,0.027000000000000003,0.486,0.0,0.3,0.616,6,4,0.5,0,7vOYp7KJ8gVmVbcatSVf9J,Return of the Grievous Angel - Remastered Version,Gram Parsons,1.0,0
1974,0.625,0.496,5,5,1,0.0265,0.514,0.0,0.135,0.5870000000000001,6,4,0.38,0,28xYsYblby21yWGCRcF5Cm,In My Hour of Darkness - Remaster,Gram Parsons,1.0,0
1974,0.6629999999999999,0.453,4,5,1,0.0242,0.313,0.00102,0.152,0.552,5,4,0.37,0,6Bijmp2RULR8SgmpqRe7tx,Brass Buttons - Remastered Version,Gram Parsons,1.0,0
1974,0.3720000000000001,0.431,7,5,1,0.0264,0.762,1.06e-05,0.109,0.385,7,4,0.34,0,3THXntC8T110BDg3X8OaOf,Hearts on Fire - Remastered Version,Gram Parsons,1.0,0
1974,0.5589999999999999,0.863,9,5,1,0.0333,0.269,7.900000000000001e-05,0.17,0.91,6,4,0.41,0,7kJpAkJSFMCkM6T4plsRLd,Ooh Las Vegas (feat. Emmylou Harris) - Remastered Version,Emmylou Harris,1.0,0
1974-01-01,0.7190000000000001,0.5579999999999999,0,5,1,0.046,0.293,0.0020800000000000003,0.0883,0.871,5,3,0.33,0,6l5SjeMODgu1UCYlmvnh7d,Do It Baby,Billy Griffin,1.0,0
1974-01-01,0.705,0.618,7,5,1,0.0682,0.326,0.00119,0.102,0.785,5,4,0.38,0,5UDtg2WX7lpwjQ6tswG5yk,Hit Or Miss,Bo Diddley,1.0,0
1974-01-17,0.579,0.536,9,5,0,0.0388,0.484,5.400000000000001e-05,0.0937,0.67,4,3,0.56,0,0tVzXGFyNPusa1VkHmYDLd,Help Me,Joni Mitchell,1.0,0
1974-03-22,0.747,0.672,7,5,1,0.112,0.187,0.0459,0.122,0.742,7,2,0.46,0,1QY4TdhuNIOX2SHLdElzd5,Don't Eat The Yellow Snow,Frank Zappa,1.0,0
1974-03-22,0.484,0.66,0,5,1,0.0358,0.034,0.0812,0.0893,0.742,4,3,0.54,0,4PPwkLq2ld1k09Bl5NkyZB,Uncle Remus,Frank Zappa,1.0,0
1974-04-15,0.45,0.341,7,5,1,0.0327,0.0364,0.00028399999999999996,0.0405,0.366,6,7,0.54,0,2UQWW8rhNJo5tBt77LnbZH,I Need You,Lynyrd Skynyrd,1.0,0
1974-04-15,0.4320000000000001,0.425,9,5,1,0.0918,0.312,3.19e-06,0.105,0.589,7,5,0.61,0,6PPhp1qpAjLUxQr75vSD4H,The Ballad Of Curtis Loew,Lynyrd Skynyrd,1.0,0
1974-04-15,0.271,0.642,2,5,1,0.0384,0.00434,0.0781,0.11800000000000001,0.8190000000000001,9,5,0.6,0,12WiGqEs3t5hrzBJTe1K0P,Call Me The Breeze,Lynyrd Skynyrd,1.0,0
1974-04-15,0.596,0.605,7,5,1,0.0255,0.18100000000000002,0.000331,0.0863,0.8859999999999999,5,5,0.82,0,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,1.0,0
1974-05-24,0.635,0.6859999999999999,9,4,1,0.053,0.209,0.0176,0.282,0.464,6,5,0.74,0,2EC9IJj7g0mN1Q5VrZkiYY,Rebel Rebel - 2016 Remaster,David Bowie,1.0,0
1974-07-01,0.73,0.639,7,5,0,0.0524,0.0853,0.00221,0.102,0.6579999999999999,5,4,0.65,0,0UOxp1BpnD8uPQMKU4wKjz,I Shot The Sheriff,Eric Clapton,1.0,0
1974-07-10,0.747,0.777,8,5,1,0.123,0.0582,0.0,0.339,0.757,6,5,0.45,0,5r0QWlF9xMM2WW2tRGK5iQ,Standing on the Verge of Getting It On,Funkadelic,1.0,0
1974-07-10,0.634,0.565,2,5,1,0.0279,0.289,0.294,0.0938,0.616,7,4,0.5,0,2vQemjTG5UuRoIruDIePPN,I'll Stay,Funkadelic,1.0,0
1974-07-10,0.453,0.389,4,5,0,0.0341,0.911,0.0124,0.267,0.235,5,9,0.43,0,5SoHb7o13Ckd8VxwRaqKu9,"Good Thoughts, Bad Thoughts",Funkadelic,1.0,0
1974-07-16,0.6829999999999999,0.311,9,5,0,0.0343,0.5660000000000001,0.0372,0.113,0.40399999999999997,6,7,0.59,0,1Y8L4hT9CDJH6ROK2XGxgO,On the Beach - 2016 Remaster,Neil Young,1.0,0
1974-10-02,0.7859999999999999,0.418,9,5,1,0.0432,0.218,0.00015800000000000002,0.134,0.94,6,4,0.64,0,62r1CS9zL1FL5Ilb7hLX7n,Take Me to the River,Al Green,1.0,0
1975,0.7390000000000001,0.9840000000000001,7,6,0,0.0829,0.165,0.00028700000000000004,0.0294,0.721,7,7,0.44,0,2j4k2Q2SGEijVhTv8pycv2,Love Machine,Billy Griffin,1.0,0
1975,0.86,0.6,4,5,1,0.121,0.22899999999999998,1.4000000000000001e-05,0.126,0.779,7,3,0.49,0,6zCBk93V8M7fPriZj9i4dd,Redondo Beach,Patti Smith,1.0,0
1975,0.34299999999999997,0.718,9,5,0,0.0918,0.0585,3.4899999999999995e-05,0.157,0.452,4,4,0.46,0,1wP1qnWy0cZWxnbWkzf9La,Free Money,Patti Smith,1.0,0
1975,0.47700000000000004,0.654,9,5,1,0.324,0.121,0.00024700000000000004,0.155,0.5710000000000001,7,9,0.43,0,0KkXMzaRaXL8AyChkWbYCx,Land: Horses / Land of a Thousand Dances / La Mer(de),Patti Smith,1.0,0
1975,0.6829999999999999,0.526,8,5,1,0.0437,0.138,0.00481,0.105,0.679,6,5,0.44,0,7gmB6hVMsv0XbjfiTgpATI,So in Love,Curtis Mayfield,0.0,0
1975,0.42200000000000004,0.8140000000000001,9,5,1,0.195,0.11800000000000001,5.3e-06,0.115,0.41100000000000003,7,6,0.53,0,272Z4tzaSMMcgrZ0R494S2,Gloria: In Excelsis Deo,Patti Smith,1.0,0
1975,0.376,0.528,8,5,1,0.0277,0.778,0.0003,0.156,0.335,7,5,0.46,0,4gEPgpyjzXjr0jEbaBNTgZ,City Of Angels,The Miracles,1.0,0
1975,0.5579999999999999,0.563,9,5,1,0.0543,0.0146,0.000195,0.273,0.617,6,5,0.56,0,0ZQmpf5gk4k5VMopcAtyAc,Saturday Night Special,Lynyrd Skynyrd,1.0,0
1975,0.435,0.423,11,5,1,0.024,0.0916,0.000659,0.132,0.451,5,5,0.64,0,2cWHN0WK52RGAWHgaDamUA,Take It to the Limit - 2013 Remaster,Eagles,1.0,0
1975,0.669,0.6729999999999999,7,5,1,0.0248,0.203,0.0271,0.16399999999999998,0.867,7,6,0.66,0,5lQKRR3MdJLtAwNBiT8Cq0,Lyin' Eyes - 2013 Remaster,Eagles,1.0,0
1975,0.723,0.897,1,5,1,0.0473,0.39299999999999996,0.0249,0.0731,0.963,7,4,0.37,0,29HemHbSIVerWQQ1YNVzXU,Ain't Nobody Straight In L.A.,The Miracles,1.0,0
1975,0.655,0.606,7,5,1,0.0285,0.0603,0.0789,0.0757,0.765,6,5,0.7,0,608xszaAxVh4m7NcKJiAbF,One of These Nights - 2013 Remaster,Eagles,1.0,0
1975-01-01,0.655,0.675,1,5,1,0.0599,0.272,0.0236,0.727,0.5870000000000001,4,7,0.71,0,423hwXFgoN8RYmqLoLuVvY,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,1.0,0
1975-01-17,0.486,0.24100000000000002,4,4,1,0.0366,0.413,3.510000000000001e-05,0.0928,0.614,5,5,0.65,0,3y4Uza6K58JXQ7RYya8ZI5,Shelter from the Storm,Bob Dylan,1.0,0
1975-01-17,0.42100000000000004,0.6609999999999999,9,5,1,0.0433,0.414,1.16e-06,0.0962,0.5539999999999999,5,6,0.66,0,6Vcwr9tb3ZLO63F8DL8cqu,Tangled up in Blue,Bob Dylan,1.0,0
1975-02-17,0.632,0.556,9,5,1,0.0288,0.29,0.0215,0.0779,0.633,5,4,0.66,0,3ntrdR24dLkKrzSGRv1FlH,Stand By Me - Remastered,John Lennon,1.0,0
1975-02-24,0.48,0.536,2,5,1,0.0427,0.488,4.22e-05,0.155,0.581,4,8,0.7,0,2nVHqZbOGkKWzlcy1aMbE7,Kashmir - 1990 Remaster,Led Zeppelin,1.0,0
1975-03-26,0.583,0.7190000000000001,9,5,0,0.0905,0.7490000000000001,1.17e-05,0.18,0.905,6,4,0.4,0,6Og4RxasYLlzXUlhbvoGzh,Baby That's Backatcha,Smokey Robinson,1.0,0
1975-03-26,0.495,0.361,2,5,1,0.0341,0.6809999999999999,5.0600000000000003e-05,0.12,0.425,7,5,0.53,0,5tJtbMylDCdtsQf4R02qer,The Agony And The Ecstasy,Smokey Robinson,1.0,0
1975-03-26,0.218,0.583,9,5,1,0.0492,0.55,2.95e-06,0.135,0.38299999999999995,9,8,0.44,0,1JhpdM2PtIsKC0lrBTPSAK,Quiet Storm,Smokey Robinson,1.0,0
1975-04-08,0.38,0.76,9,5,1,0.0378,0.00298,0.0294,0.10400000000000001,0.491,5,5,0.74,0,24NwBd5vZ2CK8VOQVnqdxr,Sweet Emotion,Aerosmith,1.0,0
1975-04-08,0.653,0.73,5,5,1,0.043,0.0114,1.0300000000000001e-05,0.0754,0.894,5,4,0.75,0,5SZ6zX4rOrEQferfFC2MfP,Walk This Way,Aerosmith,1.0,0
1975-04-14,0.581,0.669,6,6,1,0.0385,0.19,0.0,0.243,0.926,4,2,0.6,0,2KOt2JrCB720UxIbyzweQo,Barbara Ann,The Beach Boys,1.0,0
1975-05-01,0.764,0.628,0,5,1,0.048,0.336,0.0,0.0977,0.823,5,4,0.65,0,75Nlnd9AJ4CYrLXgWGsuTF,How Sweet It Is (To Be Loved By You) - 2019 Remaster,James Taylor,1.0,0
1975-05-01,0.78,0.5329999999999999,11,5,1,0.0291,0.326,2.15e-05,0.0944,0.778,6,3,0.61,0,0CMuiL9aePFA6VG3wBeNPi,Mexico - 2019 Remaster,James Taylor,1.0,0
1975-08-25,0.27,0.944,4,6,1,0.0975,0.0050100000000000006,2.05e-05,0.116,0.606,7,4,0.74,0,6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,1.0,0
1975-08-25,0.369,0.758,5,5,1,0.0364,0.623,1.7800000000000002e-05,0.531,0.6629999999999999,7,5,0.68,0,56lhDZNQ5J47aog6mGKeGk,Thunder Road,Bruce Springsteen,1.0,0
1975-09-12,0.48100000000000004,0.262,7,4,1,0.0414,0.735,0.0114,0.8320000000000001,0.375,6,6,0.77,0,6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,0.6,0
1975-09-12,0.266,0.294,7,5,0,0.0291,0.7709999999999999,0.6970000000000001,0.107,0.0397,7,14,0.67,0,6pnwfWyaWjQiHCKTiZLItr,Shine On You Crazy Diamond (Pts. 1-5),Pink Floyd,0.6,0
1975-10-01,0.838,0.757,2,5,1,0.0927,0.059,0.0119,0.0271,0.602,6,4,0.61,0,3wtMkvedoWMQ3XTKv7tqcZ,Love Is The Drug,Roxy Music,1.0,0
1975-10-02,0.412,0.657,6,5,1,0.0887,0.111,8.83e-05,0.15,0.742,6,6,0.48,0,2KfjGQ3MjL1PlRsf2xUH5s,Muffin Man,Frank Zappa,1.0,0
1975-11-01,0.831,0.6829999999999999,0,5,1,0.0285,0.6779999999999999,0.00197,0.332,0.948,5,4,0.63,0,2fx1hkMHTVdDim274rwoPa,Ophelia - Remastered 2000,The Band,1.0,0
1975-11-01,0.493,0.593,5,5,1,0.0283,0.163,0.0,0.0829,0.715,8,7,0.5,0,6sJlkqZqUOLXjWKJrDgRmd,Acadian Driftwood - Remastered 2000,The Band,1.0,0
1975-11-10,0.527,0.42,4,5,0,0.027000000000000003,0.0113,0.0187,0.17600000000000002,0.478,6,7,0.59,0,3ZPLFD6mbw6hhu3g6S4EGl,Cortez the Killer - 2016 Remaster,Crazy Horse,1.0,0
1975-11-21,0.392,0.402,0,5,0,0.0536,0.28800000000000003,0.0,0.243,0.228,7,6,0.75,0,7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - 2011 Mix,Queen,0.0,0
1975-11-21,0.331,0.183,5,5,1,0.0287,0.9359999999999999,9.07e-06,0.115,0.26,4,4,0.62,0,790YJcgHlN3SaosQCHlWzn,Love Of My Life - Remastered 2011,Queen,0.0,0
1976,0.447,0.18600000000000005,0,4,1,0.0322,0.28300000000000003,0.0,0.158,0.564,8,3,0.57,0,69foTA1ElY03DJQb7bbA0e,Something in the Way She Moves,James Taylor,1.0,0
1976,0.579,0.267,4,4,1,0.0348,0.11800000000000001,0.000562,0.132,0.353,4,4,0.68,0,2T5Ch09nefwckOu5NQvjIk,Carolina in My Mind,James Taylor,1.0,0
1976-01-16,0.509,0.8270000000000001,0,5,1,0.079,0.0409,0.0,0.12,0.743,7,9,0.7,0,1lqMLr9Wj7SM2F9AikGcxN,Hurricane,Bob Dylan,1.0,0
1976-04-23,0.48100000000000004,0.88,4,6,1,0.17600000000000002,0.00305,0.642,0.13,0.961,8,3,0.54,0,55mKuESqpfgqe0kooIkTH2,Beat on the Brat - 2016 Remaster,Ramones,1.0,0
1976-04-23,0.385,0.7829999999999999,9,6,1,0.233,0.000269,0.47,0.10800000000000001,0.902,9,2,0.72,0,4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop - 2016 Remaster,Ramones,1.0,0
1976-05-14,0.754,0.759,9,5,1,0.302,0.153,0.00011399999999999999,0.10099999999999999,0.435,6,4,0.78,0,7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,AC/DC,1.0,0
1976-05-14,0.426,0.903,1,5,1,0.0389,0.0057799999999999995,0.00945,0.0945,0.762,6,5,0.62,0,0ZGLuduCPjgWY1n85ykgMe,Back In the Saddle,Aerosmith,1.0,0
1976-05-14,0.456,0.863,3,6,1,0.0894,0.133,0.0545,0.0553,0.532,7,5,0.7,0,7nemcVsXVFZF01iqpIIo2Y,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,1.0,0
1976-09-20,0.6679999999999999,0.9059999999999999,11,6,0,0.17,0.214,0.00229,0.135,0.507,7,4,0.73,0,2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,1.0,0
1976-09-28,0.48100000000000004,0.826,1,5,0,0.0851,0.182,0.00352,0.324,0.8190000000000001,6,7,0.69,0,6RANU8AS5ICU5PEHh8BYtH,Isn't She Lovely,Stevie Wonder,1.0,0
1976-09-28,0.821,0.721,10,5,0,0.0515,0.0816,7.37e-06,0.0664,0.885,5,4,0.65,0,687YZan9Gol1UVvbpUSO6Y,I Wish,Stevie Wonder,1.0,0
1976-09-28,0.588,0.568,6,5,1,0.0672,0.16,0.0,0.0792,0.9520000000000001,5,4,0.72,0,4pNiE4LCVV74vfIBaUHm1b,Sir Duke,Stevie Wonder,1.0,0
1976-12-08,0.4270000000000001,0.665,2,5,1,0.0405,0.0145,0.00242,0.6990000000000001,0.442,7,7,0.69,0,0cNwyA4Qiyr29I90ezhr0X,"Hotel California - Live at The Forum, Los Angeles, CA, 10/20-22/1976",Eagles,1.0,0
1976-12-08,0.649,0.425,4,5,1,0.0267,0.37799999999999995,0.0013,0.10800000000000001,0.6509999999999999,5,5,0.65,0,6Zyz8lsnMFpIrCTuvGurCB,New Kid in Town - 2013 Remaster,Eagles,1.0,0
1976-12-08,0.667,0.755,9,5,1,0.069,0.0966,6.94e-05,0.0523,0.883,5,5,0.74,0,6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,1.0,0
